Player ID,Team Name,League,Player Name,Position,Overall Rating,Height,Weight,Age,Stronger Foot,Maximum Level,Condition,Offensive Awareness,Ball Control,Dribbling,Tight Possession,Low Pass,Lofted Pass,Finishing,Heading,Set Piece Taking,Curl,Defensive Awareness,Tackling,Aggression,Defensive Engagement,GK Awareness,GK Catching,GK Parrying,GK Reflexes,GK Reach,Speed,Acceleration,Kicking Power,Jumping,Physical Contact,Balance,Stamina,Weak Foot Usage,Weak Foot Accuracy,Form,Injury Resistance,Playstyle,Skills,Possible Positions,pack,s_Acrobatic Clear,s_Acrobatic Finishing,s_Aerial Superiority,s_Blocker,s_Captaincy,s_Chip Shot Control,s_Chop Turn,s_Cut Behind &; Turn,s_Dipping Shot,s_Double Touch,s_Fighting Spirit,s_First-time Shot,s_Flip Flap,s_GK High Punt,s_GK Long Throw,s_GK Low Punt,s_GK Penalty Saver,s_Gamesmanship,s_Heading,s_Heel Trick,s_Interception,s_Knuckle Shot,s_Long Range Shooting,s_Long-Range Curler,s_Low Lofted Pass,s_Man Marking,s_Marseille Turn,s_No Look Pass,s_One-touch Pass,s_Outside Curler,s_Penalty Specialist,s_Pinpoint Crossing,s_Rabona,s_Rising Shot,s_Scissors Feint,s_Scotch Move,s_Sliding Tackle,s_Sole Control,s_Sombrero,s_Super-sub,s_Through Passing,s_Track Back,s_Weighted Pass,f_Weak Foot Usage,f_Weak Foot Accuracy,Height_s,Height_s2,Same Foot as Side,Rating,or_AMF,or_raw_AMF,or_CB,or_raw_CB,or_CF,or_raw_CF,or_CMF,or_raw_CMF,or_DMF,or_raw_DMF,or_GK,or_raw_GK,or_LB,or_raw_LB,or_LMF,or_raw_LMF,or_LWF,or_raw_LWF,or_RB,or_raw_RB,or_RMF,or_raw_RMF,or_RWF,or_raw_RWF,or_SS,or_raw_SS,max_ovr_rating,max_position,near_max_position,p_Goal Poacher,p_Fox in the Box,p_Deep-Lying Forward,p_Creative Playmaker,p_Prolific Winger,p_Build Up,p_Anchor Man,p_Orchestrator,p_Defensive Goalkeeper,p_Box-to-Box,p_Offensive Goalkeeper,p_Roaming Flank,p_Full-back Finisher,p_The Destroyer,p_Extra Frontman,p_Dummy Runner,p_Hole Player,p_Offensive Full-back,p_Cross Specialist,p_Classic No. 10,p_Defensive Full-back,p_Target Man,pos_CF,pos_SS,pos_LWF,pos_CB,pos_AMF,pos_DMF,pos_GK,pos_CMF,pos_RB,pos_RMF,pos_LMF,pos_RWF,pos_LB,pred_Acrobatic Clear,skill_addition_score_Acrobatic Clear,pred_Acrobatic Finishing,skill_addition_score_Acrobatic Finishing,pred_Aerial Superiority,skill_addition_score_Aerial Superiority,pred_Blocker,skill_addition_score_Blocker,pred_Captaincy,skill_addition_score_Captaincy,pred_Chip Shot Control,skill_addition_score_Chip Shot Control,pred_Chop Turn,skill_addition_score_Chop Turn,pred_Cut Behind &; Turn,skill_addition_score_Cut Behind &; Turn,pred_Dipping Shot,skill_addition_score_Dipping Shot,pred_Double Touch,skill_addition_score_Double Touch,pred_Fighting Spirit,skill_addition_score_Fighting Spirit,pred_First-time Shot,skill_addition_score_First-time Shot,pred_Flip Flap,skill_addition_score_Flip Flap,pred_GK High Punt,skill_addition_score_GK High Punt,pred_GK Long Throw,skill_addition_score_GK Long Throw,pred_GK Low Punt,skill_addition_score_GK Low Punt,pred_GK Penalty Saver,skill_addition_score_GK Penalty Saver,pred_Gamesmanship,skill_addition_score_Gamesmanship,pred_Heading,skill_addition_score_Heading,pred_Heel Trick,skill_addition_score_Heel Trick,pred_Interception,skill_addition_score_Interception,pred_Knuckle Shot,skill_addition_score_Knuckle Shot,pred_Long Range Shooting,skill_addition_score_Long Range Shooting,pred_Long-Range Curler,skill_addition_score_Long-Range Curler,pred_Low Lofted Pass,skill_addition_score_Low Lofted Pass,pred_Man Marking,skill_addition_score_Man Marking,pred_Marseille Turn,skill_addition_score_Marseille Turn,pred_No Look Pass,skill_addition_score_No Look Pass,pred_One-touch Pass,skill_addition_score_One-touch Pass,pred_Outside Curler,skill_addition_score_Outside Curler,pred_Penalty Specialist,skill_addition_score_Penalty Specialist,pred_Pinpoint Crossing,skill_addition_score_Pinpoint Crossing,pred_Rabona,skill_addition_score_Rabona,pred_Rising Shot,skill_addition_score_Rising Shot,pred_Scissors Feint,skill_addition_score_Scissors Feint,pred_Scotch Move,skill_addition_score_Scotch Move,pred_Sliding Tackle,skill_addition_score_Sliding Tackle,pred_Sole Control,skill_addition_score_Sole Control,pred_Sombrero,skill_addition_score_Sombrero,pred_Super-sub,skill_addition_score_Super-sub,pred_Through Passing,skill_addition_score_Through Passing,pred_Track Back,skill_addition_score_Track Back,pred_Weighted Pass,skill_addition_score_Weighted Pass,pca1,pca2,pca3,Position2
44379,Manchester B,English League,K. De Bruyne,AMF,95,181,68,32,Right foot,23,C,83,88,83,85,92,92,76,52,79,85,54,54,67,58,40,40,40,40,40,71,77,88,55,66,78,82,Occasionally,Very High,Unwavering,Medium,Creative Playmaker,"['Cut Behind &; Turn', 'Sole Control', 'Long Range Shooting', 'One-touch Pass', 'Through Passing', 'Weighted Pass', 'Pinpoint Crossing', 'Outside Curler', 'Low Lofted Pass', 'Captaincy', 'Mazing Run', 'Long Ball Expert', 'Early Cross', 'Long Ranger']","['CMF', 'AMF', 'RMF']",base,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,79.33333333333334,3,81,70,1,93,95,95,56,71,69,87,91,91,64,81,35,44,67,84,74,93,72,91,67,84,93,93,72,91,74,93,95,"AMF, ","AMF, ",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,0.0,95.0,10.0,97.0,0.0,95.0,0.1,95.02,47.9,104.58,7.0,96.4,2.3,95.46,65.4,108.08,46.8,104.36,21.8,99.36,14.0,97.8,29.9,100.98,2.1,95.42,0.0,95.0,0.0,95.0,0.0,95.0,0.0,95.0,26.4,100.28,0.0,95.0,42.3,103.46,1.8,95.36,12.9,97.58,87.9,112.58,82.6,111.52,52.6,105.52,0.1,95.02,32.4,101.48,18.0,98.6,95.0,114.0,85.8,112.16,21.6,99.32,81.8,111.36,9.0,96.8,21.1,99.22,6.4,96.28,2.2,95.44,0.3,95.06,53.5,105.7,8.1,96.62,2.6,95.52,96.6,114.32,3.0,95.6,87.7,112.53999999999999,-32.480084282907534,-20.821128561997632,-17.948336044307236,AMF
133543,Manchester B,English League,E. Haaland,CF,95,194,87,23,Left foot,25,A,90,72,71,68,60,58,91,69,68,70,45,49,63,50,40,40,40,40,40,86,83,88,71,88,66,74,Almost Never,High,Unwavering,Low,Fox in the Box,"['Heading', 'Chip Shot Control', 'Rising Shot', 'Long Range Shooting', 'Acrobatic Finishing', 'Heel Trick', 'First-time Shot', 'Penalty Specialist', 'Super-sub', 'Fighting Spirit', 'Mazing Run', 'Speeding Bullet', 'Long Ranger']",['CF'],base,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,59.66666666666667,2,94,83,1,89,66,83,59,74,95,95,60,76,57,72,38,48,62,78,64,80,69,87,62,78,64,80,69,87,71,89,95,"CF, ","CF, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,95.0,76.7,110.34,6.1,96.22,0.3,95.06,3.2,95.64,42.7,103.54,18.2,98.64,21.3,99.26,34.4,101.88,7.1,96.42,29.9,100.98,97.2,114.44,6.9,96.38,0.0,95.0,0.0,95.0,0.0,95.0,0.0,95.0,29.8,100.96,52.9,105.58,21.3,99.26,0.1,95.02,43.2,103.64,77.0,110.4,70.0,109.0,1.7,95.34,0.1,95.02,4.7,95.94,1.9,95.38,15.1,98.02,20.7,99.14,84.0,111.8,0.2,95.04,11.6,97.32,73.5,109.7,29.4,100.88,0.5,95.1,0.0,95.0,22.5,99.5,1.0,95.2,31.8,101.36,2.2,95.44,10.0,97.0,0.6,95.12,-24.40818995657355,46.896698010998,-1.3909066446648808,CF
110718,Paris Saint-Germain,Ligue 1 Uber Eats,K. Mbappé,CF,95,178,73,25,Right foot,22,A,87,83,87,78,71,67,86,65,77,78,48,50,56,54,40,40,40,40,40,90,95,75,72,72,87,78,Occasionally,High,Unwavering,Medium,Goal Poacher,"['Scissors Feint', 'Double Touch', 'Chop Turn', 'Chip Shot Control', 'Acrobatic Finishing', 'First-time Shot', 'Rabona', 'Penalty Specialist', 'Gamesmanship', 'Captaincy', 'Trickster', 'Mazing Run', 'Speeding Bullet', 'Incisive Run']","['LWF', 'CF', 'RWF', 'LMF']",base,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,79.33333333333334,2,78,67,1,94,72,90,58,73,95,95,67,84,60,75,35,44,68,85,91,91,95,95,68,85,72,91,95,95,75,94,95,"CF, LWF, RWF, ","CF, LWF, RWF, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,0.2,95.04,55.3,106.06,0.3,95.06,0.2,95.04,3.4,95.68,50.0,105.0,66.5,108.3,63.1,107.62,29.2,100.84,76.2,110.24,4.6,95.92,84.3,111.86,17.2,98.44,0.0,95.0,0.0,95.0,0.0,95.0,0.0,95.0,55.4,106.08,4.9,95.98,33.8,101.76,0.3,95.06,4.8,95.96,28.0,100.6,54.2,105.84,1.1,95.22,0.1,95.02,19.2,98.84,3.5,95.7,19.6,98.92,18.0,98.6,49.6,104.92,8.2,96.64,32.0,101.4,16.4,98.28,82.8,111.56,5.9,96.18,0.2,95.04,41.7,103.34,7.5,96.5,21.7,99.34,17.9,98.58,13.4,97.68,0.4,95.08,-41.58024608973317,16.720977336057132,8.959731960001221,CF
7511,Miami BP,American League,L. Messi,SS,94,170,72,36,Left foot,23,A,77,92,93,94,86,79,87,50,90,92,42,45,49,47,40,40,40,40,40,65,85,75,48,50,94,69,Almost Never,High,Unwavering,Medium,Creative Playmaker,"['Double Touch', 'Long-Range Curler', 'Chip Shot Control', 'Dipping Shot', 'Long Range Shooting', 'First-time Shot', 'One-touch Pass', 'Through Passing', 'Penalty Specialist', 'Captaincy', 'Trickster', 'Mazing Run', 'Speeding Bullet', 'Incisive Run', 'Early Cross']","['SS', 'CF', 'RWF', 'AMF', 'RMF']",base,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,59.66666666666667,2,70,59,1,94,92,92,45,57,87,87,67,84,54,68,30,38,60,75,72,90,72,91,60,75,90,90,91,91,94,94,94,"SS, ","SS, ",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,0.0,94.0,8.1,95.62,0.0,94.0,0.0,94.0,47.3,103.46,64.7,106.94,3.9,94.78,82.3,110.46000000000001,62.9,106.58,95.4,113.08,0.7,94.14,54.4,104.88,16.6,97.32,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,43.1,102.62,0.0,94.0,41.4,102.28,0.2,94.04,7.9,95.58,59.3,105.86,96.3,113.25999999999999,6.5,95.3,0.0,94.0,43.8,102.76,27.0,99.4,82.1,110.42,78.7,109.74,51.0,104.2,40.9,102.18,16.4,97.28,5.2,95.04,32.0,100.4,13.9,96.78,0.0,94.0,54.4,104.88,48.0,103.6,13.2,96.64,98.7,113.74000000000001,2.8,94.56,32.1,100.42,-67.9294729819676,-18.09132450622334,-11.896855158383287,SS
44383,Madrid Chamartin B,Spanish League,T. Courtois,GK,94,199,96,31,Left foot,19,C,40,62,40,43,62,62,40,46,62,46,40,43,46,58,85,81,90,85,85,55,50,69,73,74,53,62,Rarely,Medium,Unwavering,Medium,Defensive Goalkeeper,"['GK High Punt', 'GK Long Throw']",['GK'],base,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1,99,88,1,47,38,48,42,53,38,48,40,51,40,51,94,94,40,51,39,49,37,47,40,51,39,49,37,47,37,47,94,"GK, ","GK, ",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,13.8,96.76,0.3,94.06,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,1.3,94.26,0.0,94.0,0.0,94.0,84.5,110.9,96.6,113.32,5.9,95.18,14.3,96.86,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.8,94.16,0.0,94.0,0.1,94.02,0.0,94.0,0.1,94.02,0.2,94.04,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,0.1,94.02,0.0,94.0,0.0,94.0,0.1,94.02,0.0,94.0,0.4,94.08,15.111812280686083,45.16175058029731,4.763918760845919,GK
132933,Madrid Chamartin B,Spanish League,J. Bellingham,CMF,94,186,75,20,Right foot,32,B,65,86,82,85,87,85,70,60,58,62,73,80,83,78,40,40,40,40,40,85,71,83,69,75,79,90,Occasionally,Very High,Unwavering,High,Box-to-Box,"['Double Touch', 'Flip Flap', 'Cut Behind &; Turn', 'Sole Control', 'Rising Shot', 'First-time Shot', 'One-touch Pass', 'Outside Curler', 'Interception', 'Fighting Spirit', 'Trickster', 'Mazing Run', 'Incisive Run', 'Long Ranger']","['CMF', 'AMF', 'RMF']",base,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,79.33333333333334,3,86,75,1,88,91,91,69,87,67,84,94,94,72,91,37,47,72,91,74,93,72,90,72,91,93,93,72,90,70,88,94,"CMF, ","CMF, RMF, ",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,1.5,94.3,6.9,95.38,2.6,94.52,3.4,94.68,2.2,94.44,1.3,94.26,10.0,96.0,67.1,107.42,5.4,95.08,57.0,105.4,38.2,101.64,15.0,97.0,11.7,96.34,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,16.2,97.24,2.5,94.5,23.3,98.66,49.7,103.94,1.7,94.34,42.8,102.56,21.8,98.36,72.6,108.52,11.9,96.38,18.7,97.74,2.4,94.48,56.2,105.24,20.3,98.06,9.0,95.8,2.5,94.5,0.2,94.04,54.0,104.8,4.9,94.98,4.6,94.92,29.1,99.82,43.9,102.78,4.7,94.94,3.2,94.64,30.6,100.12,4.9,94.98,53.0,104.6,17.81470999474374,-20.519737705152668,2.3740836193629318,CMF
114105,FC Bayern München,,M. de Ligt,CB,94,188,89,24,Right foot,25,C,61,64,61,65,70,68,53,85,58,59,94,91,88,91,40,40,40,40,40,70,62,81,87,89,60,75,Occasionally,High,Unwavering,Low,Build Up,"['Heading', 'Long Range Shooting', 'Weighted Pass', 'Man Marking', 'Interception', 'Blocker', 'Aerial Superiority', 'Acrobatic Clearance', 'Captaincy', 'Fighting Spirit', 'Long Ball Expert', 'Long Ranger']","['RMF', 'CB']",base,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.33333333333334,2,88,77,1,69,56,71,94,94,56,71,62,78,70,88,39,49,65,82,57,72,56,70,65,82,72,72,56,70,55,69,94,"CB, ","CB, ",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,60.8,106.16,7.1,95.42,88.7,111.74000000000001,53.1,104.62,41.7,102.34,0.1,94.02,0.3,94.06,6.3,95.26,1.8,94.36,0.9,94.18,75.7,109.14,6.0,95.2,0.1,94.02,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,2.9,94.58,86.0,111.2,0.8,94.16,85.3,111.06,2.4,94.48,9.7,95.94,0.2,94.04,7.7,95.54,82.6,110.52,3.7,94.74,0.1,94.02,20.5,98.1,1.8,94.36,1.4,94.28,0.6,94.12,0.0,94.0,12.5,96.5,0.1,94.02,0.8,94.16,35.3,101.06,9.2,95.84,0.1,94.02,1.5,94.3,1.7,94.34,0.6,94.12,52.3,104.46,69.87426784591753,16.855782239798014,-4.62990037211501,CB
40002,FC Barcelona,Spanish League,R. Lewandowski,CF,94,185,81,35,Right foot,25,C,94,81,77,75,66,62,90,80,78,73,40,41,55,60,40,40,40,40,40,72,73,82,75,77,80,70,Occasionally,High,Unwavering,High,Goal Poacher,"['Cut Behind &; Turn', 'Heading', 'Chip Shot Control', 'Rising Shot', 'Long Range Shooting', 'Acrobatic Finishing', 'Heel Trick', 'First-time Shot', 'Penalty Specialist', 'Captaincy', 'Incisive Run']","['SS', 'CF', 'AMF']",base,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,79.33333333333334,2,85,74,1,91,85,85,52,65,94,94,61,77,55,69,36,45,58,73,64,80,69,87,58,73,64,80,69,87,91,91,94,"CF, ","CF, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,0.0,94.0,89.2,111.84,4.7,94.94,0.0,94.0,50.9,104.18,73.6,108.72,2.7,94.54,34.1,100.82,22.3,98.46,9.2,95.84,6.7,95.34,96.6,113.32,1.0,94.2,0.1,94.02,0.0,94.0,0.0,94.0,0.0,94.0,43.5,102.7,93.3,112.66,60.4,106.08,0.0,94.0,10.3,96.06,49.3,103.86,20.7,98.14,0.6,94.12,0.0,94.0,16.2,97.24,1.2,94.24,17.6,97.52,15.7,97.14,89.9,111.98,0.3,94.06,0.8,94.16,48.0,103.6,26.3,99.26,1.6,94.32,0.0,94.0,8.1,95.62,4.5,94.9,21.7,98.34,11.7,96.34,17.1,97.42,1.0,94.2,-36.14400404124987,39.53617149257605,-15.967227287232957,CF
117047,Madrid Chamartin B,Spanish League,Vinícius Júnior,LWF,94,176,73,23,Right foot,26,C,80,89,93,87,72,65,78,46,62,74,43,45,50,62,40,40,40,40,40,92,92,80,58,56,79,83,Almost Never,Medium,Unwavering,Medium,Roaming Flank,"['Scissors Feint', 'Double Touch', 'Flip Flap', 'Sombrero', 'Sole Control', 'Rising Shot', 'Acrobatic Finishing', 'Heel Trick', 'Through Passing', 'Gamesmanship', 'Trickster', 'Mazing Run', 'Speeding Bullet', 'Incisive Run']","['LWF', 'LMF']",base,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,59.66666666666667,1,76,65,1,92,71,89,51,64,70,88,66,83,56,70,32,41,64,81,91,91,94,94,64,81,72,91,75,94,73,92,94,"LWF, ","LWF, ",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0.0,94.0,33.1,100.62,0.0,94.0,0.0,94.0,0.9,94.18,23.3,98.66,35.4,101.08,77.7,109.54,43.7,102.74,97.4,113.48,5.8,95.16,45.2,103.04,60.1,106.02,0.0,94.0,0.0,94.0,0.0,94.0,0.0,94.0,69.6,107.92,0.0,94.0,42.9,102.58,0.1,94.02,2.1,94.42,39.7,101.94,72.3,108.46,2.0,94.4,0.0,94.0,25.4,99.08,4.2,94.84,25.0,99.0,59.9,105.98,18.9,97.78,8.5,95.7,8.5,95.7,32.0,100.4,65.8,107.16,18.0,97.6,0.0,94.0,85.5,111.1,62.4,106.48,27.2,99.44,51.8,104.36,8.5,95.7,0.7,94.14,-49.00525833372614,-1.997260356544795,23.741650789478186,WF
110815,Manchester B,English League,Rodri,DMF,94,191,82,27,Right foot,23,C,62,82,73,86,83,80,60,77,58,60,87,90,94,92,40,40,40,40,40,68,59,88,69,81,58,86,Rarely,High,Unwavering,Medium,Anchor Man,"['Sole Control', 'Rising Shot', 'One-touch Pass', 'Through Passing', 'Weighted Pass', 'Low Lofted Pass', 'Man Marking', 'Interception', 'Aerial Superiority', 'Fighting Spirit', 'Long Ball Expert', 'Long Ranger']","['DMF', 'CMF']",base,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,40.0,2,91,80,1,80,67,84,72,91,60,76,90,90,94,94,38,48,69,87,66,83,63,79,69,87,66,83,63,79,64,80,94,"DMF, ","DMF, ",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,3.1,94.62,8.5,95.7,55.1,105.02,9.1,95.82,38.2,101.64,0.6,94.12,0.1,94.02,11.6,96.32,3.7,94.74,3.1,94.62,89.7,111.94,8.8,95.76,0.5,94.1,0.0,94.0,0.4,94.08,0.0,94.0,0.0,94.0,7.4,95.48,52.2,104.44,2.2,94.44,91.9,112.38,5.5,95.1,30.1,100.02,2.2,94.44,57.0,105.4,62.0,106.4,11.1,96.22,0.6,94.12,74.0,108.8,18.2,97.64,2.5,94.5,0.6,94.12,0.0,94.0,54.1,104.82,0.1,94.02,1.7,94.34,30.5,100.1,19.4,97.88,4.1,94.82,1.0,94.2,23.8,98.76,4.2,94.84,92.1,112.42,53.042504735185936,-13.35891653179033,-15.882511686419253,DMF
